,Unnamed: 0,author,date,text,label,video
668,318,MyNameIs Leah,2014-09-13T12:27:00,"Hey guys!  Can you please SUBSCRIBE to my channel,because I'm gonna filming a video so  hope you guys like it and thank you so much for you're support! Xoxo,Leah!  &lt;3 ﻿",1,2
669,319,roflcopter2110,2014-09-19T23:15:14,http://thepiratebay.se/torrent/10626835/The.Expendables.3.2014.DVDSCR.Xvid-DiNGO ﻿,0,2
670,320,Nadeen Efein,2014-10-01T21:15:49,hi beaties! i made a new channel please go check it out and subscribe and  enjoy!﻿,1,2
671,321,DIIL GANG,2015-06-04T19:02:10,http://www.ermail.pl/dolacz/UnNfY2I=                  Please click on the  link﻿,0,2
672,322,TheParkourGamingPotato,2014-09-10T22:58:23,subscribe to me﻿,0,2
675,325,Erica Ross,2014-07-27T02:51:43,"Hey guys! Please join me in my fight to help abused/mistreated animals! All  fund will go to helping pay for vet bills/and or helping them find homes! I  will place an extra emphasis on helping disabled animals, ones otherwise  would just be put to sleep by other animal organizations. Donate please. http://www.gofundme.com/Angels-n-Wingz﻿",0,2
680,330,Destiny Cable,2015-06-05T03:33:16,PLEASE VOTE FOR ME FOR THE WET SEAL MODEL 2015 CONTEST! MY INSTAGRAM  USERNAME IS destinyforever_  http://www.wetseal.com/modelsearch15/modelsearch15.html﻿,0,2
681,331,Hude Deni,2014-10-25T08:13:25,HAPPY BIRTHDAY KATY :) http://giphy.com/gifs/birthday-flowers-happy-gw3JY2uqiaXKaQXS/fullscreen  (That´s not me)﻿,0,2
683,333,FreexGaming,2014-10-18T08:12:26,want to win borderlands the pre-sequel? check my channel :)﻿,1,2
684,334,zeynep saka,2014-08-23T05:58:47,I #votekatyperry for the 2014 MTV #VMA Best Lyric Video! See who's in the  lead and vote:  http://on.mtv.com/Ut15kX﻿,0,2
690,340,nanaIAMNANA,2014-10-18T12:41:41,Hi! I would appreciate it if you all could help to like this poster on  Facebook:  https://www.facebook.com/nyghdramafest2014/photos/a.333608120156973.1073741830.327568907427561/333607726823679/?type=3&amp;theater ﻿,0,2
693,343,Nathan Waterhouse,2014-09-16T14:21:04,Please check out my acoustic cover channel :) thanks ﻿,1,2
695,345,Mättr Valleni,2014-09-10T21:38:12,https://m.facebook.com/story.php?story_fbid=764484966942313&amp;id=754989901225153&amp;ref=stream  gf﻿,0,2
696,346,maddog1431,2014-08-12T18:38:42,Check out my covers I have a video coming out  please subscribe﻿,1,2
699,349,MntDewWigger,2014-11-09T12:50:06,check out mah girl it duh shit yo﻿,1,2
701,1,Lotoya Bolan,2015-02-20T01:53:33.412000,Check out this playlist on YouTube:﻿,1,3
704,4,Jarelys Mellado,2015-02-23T00:37:24.817000,Check out this video on YouTube:<br /><br />﻿,1,3
705,5,OFFICIAL LEXIS,2014-11-04T20:26:48.030000,Hi everyone! Do you like music? Then why not check out my music channel. The LEXIS band will be uploading their own songs and covers soon so don&#39;t miss out. Please SUBSCRIBE too as it does help us out a lot. Just takes one click. -&gt;﻿,1,3
706,6,Fernando Luis Vega martinez,2015-02-20T01:30:11.826000,Check out this playlist on YouTube:﻿,1,3
709,9,Alex Despotovic,2014-11-08T05:52:20.157000,Check out my youtube channel for cool beatboxing (:﻿,1,3
713,13,Eric Carbajal,2015-01-26T18:27:00.309000,Check out this video on YouTube:﻿,1,3
714,14,Amber Wentworth,2015-03-01T16:53:54.318000,Check out this video on YouTube:﻿,1,3
715,15,Maria Martinez,2014-10-12T03:13:00.872000,Check out this video on YouTube:﻿,1,3
716,16,Joe Ybarra,2015-05-12T06:07:23.379000,Guys lmfaois going to have a reunion on June/27/15 at expo Idaho gardens there going 2 performe live and there&#39;s going 2 be a press conference after to answer questions about were there been its all live on my channel I got publishing rights subscribe to my channel to watch the whole thing if u don&#39;t believe me look it up hope to see all u true fans there and yes it&#39;s free ﻿,1,3
717,17,devon smith,2015-04-18T16:15:24.463000,Check out this video on YouTube:﻿,1,3
719,19,Paul Garza,2015-05-24T17:13:37.700000,Check out this video on YouTube:﻿,1,3
721,21,Por Phizer,2014-10-16T20:10:15.922000,Hey Guys Jaylan Here And I Just Wanted Everybody To Know if Yall Can Subscribe Please That Would Be Great! This Is My New Gaming Channel (Have Not Uploaded Yet)But I Will Upload If I Hit About 10 Subs Thank You :D﻿,0,3
722,22,Whami inc.,2014-09-27T17:41:15.536000,go check out our video﻿,1,3
727,27,dan reyes,2015-05-09T13:49:23.857000,Check out this video on YouTube:﻿,1,3
728,28,Peter Sadek,2015-03-09T18:44:22.184000,Check out this playlist on YouTube:﻿,1,3
729,29,sarah-ann erasmus,2015-01-20T15:02:17.552000,Check out this video on YouTube:﻿,1,3
732,32,omar tellez,2014-12-05T03:58:16.030000,Check out this video on YouTube:﻿,1,3
734,34,TA Stealth,2015-03-11T01:25:46.234000,"Cool Video LMFAOVEVO! You should check out my shuffling videos on my channel when you get the chance. It&#39;s much appreciated. Cheers! <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23EveryDayImVaping"">#EveryDayImVaping</a> ;-)﻿",1,3
736,36,Victor Gamer,2015-04-13T02:00:20.152000,View 851.247.920<br /><br /> Best youtube Video<br />If Subscribe to My Channel please!<br />Thank you! &lt;3<br /><br />Melhor Vídeo do youtube<br />Se Inscreva no Meu canal por favor!<br />Obrigado! &lt;3<br /><br />Mejor Video youtube<br />Si suscriba a mi canal por favor!<br />Gracias! &lt;3<br /><br />Meilleur vidéo youtube<br />Si vous abonner à Ma Chaîne se il vous plaît!<br />Merci! &lt;3﻿,1,3
739,39,‫הילה שוהם‬‎,2015-04-17T15:50:59.010000,Check out this playlist on YouTube:י<br /><br /><br /><br />⛺🏤⛺⛺﻿,1,3
741,41,Jenna Metchooyeah,2015-05-26T12:31:06.611000,Check out this video on YouTube:﻿,1,3
742,42,Pedro Lombillo,2015-03-13T00:27:41.285000,Check out this playlist on YouTube:﻿,1,3
744,44,Trong Tan Trung Tran,2015-04-18T14:27:02.046000,Check out this video on YouTube:﻿,1,3
745,45,Unknown Name (buddhist monkie),2014-09-13T11:35:51.066000,Check out this video on YouTube:<br />Looking for my wood pile...<br />Anyone seen it? Hmm?&#39;<br />How bout some pie now <br />Ladies?&#39;﻿,1,3
747,47,Tan Jia Min,2014-11-29T05:53:19.584000,Check out this video on YouTube:..🌈🌈🌈﻿,1,3
748,48,"TelePricol - FUNNY VIDEOS,ЛУЧШИЕ ПРИКОЛЫ",2015-05-17T14:02:31.882000,SUBSCRIBE TO MY CHANNEL﻿,1,3
749,49,Kikilaronk “Kiki” Loz,2014-08-31T16:39:30.472000,Subscribe to me if u think &quot;swag&quot; is fucking stupid﻿,0,3
751,51,Aquan Hall,2015-05-12T17:25:33.187000,"YouTube collaborator&#39;s anyone? subscribe to me, I&#39;ll subscribe back. I also will start uploading more YouTube videos.  <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23LMFAO"">#LMFAO</a>﻿",0,3
752,52,LegacyStarz OS,2014-12-07T06:40:55.233000,Check out this video on YouTube:﻿,1,3
753,53,Rafael Diaz Jr,2015-01-25T20:56:06.533000,Check out this video on YouTube:﻿,1,3
754,54,Jd Hurst,2015-05-23T01:50:08.642000,Check out this video on YouTube:﻿,1,3
755,55,Wayne Jackson,2015-04-15T10:59:35.339000,Check out this video on YouTube:﻿,1,3
756,56,Josh Snow,2015-04-25T00:37:34.423000,Check out this video on YouTube:﻿,1,3
759,59,sahir omran,2015-01-27T09:43:48.741000,Check out this video on YouTube:الإعلانات<br /><br /><br /><br /><br /><br />لل﻿,1,3
760,60,Adyel Rodriguez,2015-02-10T07:33:49.035000,Check out this playlist on YouTube:﻿,1,3
761,61,ＯＧＶＡＤＥＲ,2014-09-29T02:54:58.986000,man check out the raps on my channel im better rapper than these nigger fools﻿,1,3
762,62,James Wolf,2015-01-23T21:44:55.558000,Check out this video on YouTube:﻿,1,3
763,63,Nossnevs SWEDEN,2014-08-12T15:44:16.615000,"Check out: My Hood Doh, by Flixter Nossnevs﻿",1,3
764,64,santi1525 deadzone,2015-03-01T01:10:37.298000,subscribe to my chanell﻿,0,3
765,65,Sandy Torres,2015-01-30T16:48:13.985000,Check out this playlist on YouTube:﻿,1,3
767,67,Cora Whatley,2014-12-23T01:50:41.928000,Subscribe I&#39;ll subscribe back﻿,0,3
769,69,Candyman 1000,2015-03-23T23:38:12.539000,Check out this video on YouTube:﻿,1,3
772,72,((A.B)),2014-10-04T01:35:02.414000,"LMFAO is CRAZY DOPE!!! CHeck out my music on my channel if you have a minute, it would mean a lot. Much love!!﻿",1,3
777,77,monique graham,2015-01-20T19:21:30.191000,Check out this playlist on YouTube:a﻿,1,3
778,78,NerdyQueen〈3,2015-04-28T01:07:30.541000,Check out this playlist on YouTube:﻿,1,3
781,81,johnlord joaquino,2014-10-10T11:31:33.153000,3m subscribers but look at the views its 700 million wtf :P﻿,0,3
782,82,Heath D,2015-01-11T03:51:21.565000,Check out this video on YouTube:﻿,1,3
783,83,krayziejcs,2014-10-15T19:57:29.498000,Check out this video on YouTube:jjiwajwkajajqjaubkm﻿,1,3
793,93,JS Scott,2015-03-08T21:22:08.901000,"if watching in 2015 subscribe to <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/104999962146104962510"" oid=""104999962146104962510"">SuperMarioLogan</a></span> ﻿",0,3
797,97,Mizz swagger,2015-01-27T01:53:24.950000,🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨<br />NOW THAT I HAVE YOUR ATTENTION!!! 🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨SUBSCRIBE TO MY CHANNEL!!!<br />🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨<br />GRACIAS!💋<br />🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨🚨﻿,1,3
800,100,Tyler Jackson,2014-12-10T16:28:43.637000,subscribe to my channel yo - DJ Feelz﻿,1,3
802,102,tchangkou,2014-12-04T01:31:02.296000,Check out this video on YouTube:﻿,1,3
808,108,Serbian Boy,2015-03-11T18:36:40.423000,LIKE AND SUBSCRIBE﻿,0,3
809,109,Helperitza,2015-02-04T10:23:50.394000,Check out this video on YouTube:﻿,1,3
811,111,Corey Wilson,2015-05-28T21:39:52.376000,"<a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=2m19s"">2:19</a> best part﻿",0,3
812,112,Tammy Floyd,2015-04-09T06:07:26.158000,Check out this video on YouTube:﻿,1,3
814,114,Aaa Bbb,2014-12-21T06:07:48.379000,Check out this video on YouTube:﻿,1,3
815,115,Mah Productions,2014-07-26T17:07:51.274000,Check the shit out on my channel<br /><br /><br />SUBSCRIBE YOU WILL LIKE IT﻿,1,3
816,116,Malyka Mason,2014-11-09T13:59:14.102000,Check out this video on YouTube:it is a old track but it still bad﻿,1,3
818,118,SHANE MINECRAFT,2015-05-09T01:25:16.018000,Come subscribe﻿,0,3
822,122,Champagne Pedro,2015-03-21T14:18:39.798000,Check out this playlist on YouTube:<br /><br />﻿,1,3
825,125,2010shevy,2014-11-06T01:23:03.262000,Check out this video on YouTube:﻿,1,3
826,126,Priscilla Sipinga,2015-01-19T05:53:12.118000,Check out this playlist on YouTube:hbbhhhgh﻿,1,3
829,129,craftygirl20141,2014-11-10T19:46:03.336000,hi everyone this is cool check out sexy and i know it﻿,1,3
830,130,Marie Joof,2015-01-13T17:35:36.999000,Check out this video on YouTube:hjalp﻿,1,3
835,135,Marcus Wilkes,2015-03-05T10:52:51.062000,Check out this playlist on YouTube:﻿,1,3
837,137,zonZi,2015-05-09T13:09:17.453000,Who&#39;s watching in 2015 Subscribe for me !﻿,0,3
839,139,Kiarna Burke,2015-04-11T08:36:04.370000,Check out this video on YouTube:﻿,1,3
840,140,July Baby,2015-04-28T10:24:07.401000,Check out this video on YouTube:﻿,1,3
846,146,Paul Crowder,2015-05-27T00:33:53.183000,"This Will Always Be My Favorite Song<br />But My Favorite Part Is <a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=3m40s"">3:40</a>-<a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=4m11s"">4:11</a> In The Video ﻿",0,3
848,148,Wayne Jackson,2015-04-15T11:00:09.313000,Check out this video on YouTube:﻿,1,3
850,150,Олег Хижняк,2015-03-03T20:32:54.736000,subscribe﻿,0,3
851,151,Sadie Pratt,2015-04-19T20:48:32.564000,Check out this video on YouTube:fb i﻿,1,3
853,153,ampai gmuer,2015-01-27T13:23:56.061000,Check out this playlist on YouTube:👿👳👳👳👳👳﻿,1,3
855,155,Kiarna Burke,2015-04-11T08:36:04.034000,Check out this video on YouTube:﻿,1,3
856,156,Ognjen Videos,2015-04-08T21:11:31.085000,Please subscribe to my channel!Thanks!﻿,1,3
857,157,xiaoying chen,2014-10-02T15:00:43.724000,Check out this video on YouTube:﻿,1,3
861,161,Guren - MKII,2014-10-01T19:53:07.387000,everyday i&#39;m subscribe﻿,0,3
862,162,Wendy Artiles,2015-04-16T00:20:37.792000,Check out this video on YouTube:﻿,1,3
863,163,Monica Parker,2015-04-14T01:39:41.391000,Check out this video on YouTube:﻿,1,3
864,164,ViralVinesHD,2014-08-18T00:25:09.584000,"Like this comment, guys i just started up a new channel if i can get 200 subscribers by tonight ill do a $20 paypal giveaway like this comment so your friends can see it or others and they can also be entered GO !!!﻿",0,3
867,167,GORHD/TV Studio,2014-11-25T16:15:50.566000,subscribers please`﻿,0,3
875,175,Aye Thiri Paing,2015-03-01T05:13:01.606000,Check out this video on YouTube:﻿,1,3
876,176,orcou,2014-12-20T05:03:42.146000,Check out this video on YouTube:﻿,1,3
877,177,Renee Colley,2015-05-04T07:22:53.416000,Check out this video on YouTube:﻿,1,3
878,178,George Smith,2015-02-05T01:47:19.970000,Please become my first subscriber.  Thank you.﻿,0,3
882,182,On the Positive,2015-01-01T21:16:37.765000,Dear friends please subscribe to my channel I will be very glad to see You virucide ;-)﻿,1,3
883,183,Rajnoor Bawa,2014-10-07T17:48:27.641000,Check out this video on YouTube:﻿,1,3
885,185,Sean B,2014-11-10T07:35:42.081000,"Check out our app to solve all your party/drunk problems! <br /><a href=""https://play.google.com/store/apps/details?id=vn.ibit.AppLocker&amp;hl=en"">https://play.google.com/store/apps/details?id=vn.ibit.AppLocker&amp;hl=en</a>﻿",1,3
891,191,Dávvvid ツ,2014-08-31T12:06:37.835000,Tuto to subscribe to my channel because you should sign up for 17 l please thank you I&#39;d do anything for you to sign up a lot of good video I usually do!﻿,1,3
901,201,Sid,2015-02-21T06:19:03.549000,"At 500 subscribers i&#39;m sky diving help me reach my goal &lt;3<br />Trust me, i&#39;m a doctor.  :)﻿",0,3
902,202,‫مريم الهندي‬‎,2015-01-10T22:00:55.762000,Check out this video on YouTube:﻿,1,3
908,208,ItsJoey Dash,2014-07-22T10:04:00.700000,EVERYONE PLEASE SUBSCRIBE TO MY CHANNEL OR CAN YOU ALL JUST GO LOOK AT MY VIDEOS ﻿,1,3
914,214,Darleen Tran,2015-01-01T04:41:31.104000,Check out this video on YouTube:﻿,1,3
915,215,Jephone Cañas,2015-03-01T11:29:19.167000,this video has 800+m views<br />and the channel got 3m subscribers﻿,0,3
916,216,Henry Cousins,2014-07-27T18:24:57.907000,"hi guys please check out my vids , i will promos to subscribe to you to﻿",1,3
917,217,bebishyne alicdan,2014-10-04T13:16:55.971000,Check out this video on YouTube:﻿,1,3
919,219,Ruben Aviles,2015-01-22T02:08:41.056000,Check out this video on YouTube:﻿,1,3
921,221,jenrry garcia,2015-05-04T17:13:41.103000,Check out this video on YouTube:﻿,1,3
922,222,Almohtarif Info | المحترف انفو‎,2015-05-13T17:15:41.261000,subscribe me plzzzzzzz plzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzz﻿,0,3
925,225,Vitaly Denisovs,2015-02-15T21:19:55.060000,"Need money ? check my channel and subscribe,soon will post how to get it )﻿",1,3
927,227,Shanu Dias,2014-12-22T11:51:16.881000,Check out this playlist on YouTube:﻿,1,3
929,229,All Or Nothing AMV,2014-09-16T11:02:58.430000,Subscribe﻿,0,3
931,231,Jesse Basurto,2014-12-12T08:50:18.674000,Check out this video on YouTube: I ﻿,1,3
934,234,Reynad Gamer,2015-04-04T06:11:32.255000,Subscribe My Channel﻿,1,3
935,235,Ragnarok,2014-08-19T19:53:09.770000,Abomination! Subscribe if you agree :| party here in my channel. cool lights.﻿,1,3
937,237,Edgar's Finest,2014-12-09T05:35:45.812000,Hey guys subscribe to my chanel and i will subscribe back and like all your vids :)<br /><br />﻿,0,3
939,239,alanluna3,2015-02-18T17:45:43.182000,Check out this video on YouTube:﻿,1,3
941,241,Sophie Flores,2015-01-10T18:17:21.145000,Check out this video on YouTube:﻿,1,3
945,245,lil jay,2014-09-10T03:52:22.309000,Check out my music niggas﻿,1,3
946,246,Patrik Gybka,2015-05-05T09:32:04.687000,SUBSCRIBE MY CHANNEL PLEASE LOL PRO PLAYS)﻿,1,3
948,248,Filthy BarDown,2015-02-04T11:47:27.653000,Can i get views and subscribers for no reason? 😅﻿,0,3
949,249,budhanmike,2014-09-01T03:32:14.127000,Check out this funny video &quot;Cereal Box Knocks out Baby&quot; on my channel.﻿,1,3
950,250,Johanna Sarmiento,2015-02-28T22:00:56.179000,Check out this video on YouTube:﻿,1,3
951,251,Nana Diaz,2015-04-26T20:44:52.830000,Check out this video on YouTube:﻿,1,3
955,255,Pablo Cantellano,2015-02-20T16:23:25.378000,Check out this video on YouTube:﻿,1,3
956,256,16ladydanger,2015-05-14T17:59:04.547000,Check out this playlist on YouTube:﻿,1,3
962,262,ann anne,2015-01-28T16:29:16.993000,Check out this video on YouTube:﻿,1,3
965,265,Kawiana Lewis,2015-02-27T02:20:40.987000,Check out this video on YouTube:opponents mm <br /><br /><br /><br />--•[••••=====++¥¥£££<br />﻿,1,3
966,266,chuvi cc1800,2015-01-15T23:43:37.589000,Check out this video on YouTube:﻿,1,3
967,267,stupittmoran,2015-01-04T15:42:24.811000,Check out this video on YouTube:﻿,1,3
969,269,vinh nguyen,2015-05-16T23:25:15.189000,Check out this video on YouTube:﻿,1,3
971,271,JS Scott,2015-03-08T21:27:05.377000,"subscribe to <span class=""proflinkWrapper""><span class=""proflinkPrefix"">+</span><a class=""proflink"" href=""https://plus.google.com/104999962146104962510"" oid=""104999962146104962510"">SuperMarioLogan</a></span>  if you thot the robot dudes r epic and awsome﻿",0,3
972,272,Terry Short,2015-05-23T11:46:55.624000,"Support the fight for your 4th amendment right to privacy in your home and business. Stop the NSA spying on Americans with the un Patriot Act Renewal. Rand Paul has spent 10.5 hours on the Senate floor in a Protest and Filibuster fighting for our  Constitution that this Nation is founded on. Join the fight at Rand Paul dot com. Spread The Word. We Have Someone That Cares About Our Nation.  Email your Senators, Congress men and women, tell them to support Rand. Tell the news to support Rand too. Senator Rand Paul was up until <a href=""http://www.youtube.com/watch?v=KQ6zr6kCPj8&amp;t=1m00s"">1:00</a> am this morning fighting for our Constitution.﻿",0,3
973,273,Anna Louise Puzon,2014-12-26T12:21:05.108000,Check out this video on YouTube:﻿,1,3
978,278,Ari Kip,2014-12-19T17:00:34.759000,Check out this video on YouTube:﻿,1,3
980,280,Toan732,2014-10-31T02:49:34.017000,Ummm... I just hit 1k subscribers. I make Minecraft videos. Help me out by checking me out?﻿,1,3
985,285,Christy Bautista,2015-05-09T22:59:57.737000,Check out this video on YouTube:<br /><br /><br /><br />﻿,1,3
986,286,Claudia Guerra,2015-04-15T15:37:01.799000,Check out this playlist on YouTube:<br /><br />﻿,1,3
987,287,DERRICK HANFORD,2014-12-05T22:52:29.316000,White people are going extinct for more information subscribe to my channel or search for videos on &quot;white genocide&quot;  thank you﻿,1,3
988,288,ItsJoey Dash,2014-07-22T10:02:25.925000,EVERYONE PLEASE GO SUBSCRIBE TO MY CHANNEL OR JUST LOON AT MY VIDEOS﻿,1,3
989,289,Gu Sw,2015-01-03T19:28:51.794000,Check out this video on YouTube:﻿,1,3
992,292,Vathanarajah Kunarajah,2015-05-17T19:36:36.955000,Check out this video on YouTube:﻿,1,3
993,293,AryaDewa Gaming,2015-04-10T17:33:31.099000,SUBSCRIBE me. if you do that leave your name so i can subs back ﻿,0,3
994,294,Maria Maldonado,2015-03-26T19:09:38.242000,Check out this playlist on YouTube:a﻿,1,3
995,295,Metroshuffle,2015-04-06T10:15:16.804000,"Check out Melbourne shuffle, everybody!﻿",1,3
996,296,Dylan McGuire,2015-03-19T00:45:07.797000,Check out this video on YouTube:﻿,1,3
997,297,KingLoTheDancer,2015-02-01T05:48:32.623000,"Check out my dance videos!! You won&#39;t be disappointed!! <a rel=""nofollow"" class=""ot-hashtag"" href=""https://plus.google.com/s/%23KingLoTheDancer"">#KingLoTheDancer</a>﻿",1,3
1000,300,Brittany Tennyson,2014-10-04T04:31:08.642000,Check out this video on YouTu﻿,1,3
1002,302,‫مريم الهندي‬‎,2015-01-10T22:00:57.333000,Check out this video on YouTube:﻿,1,3
1003,303,Anne Marie Chavez,2015-01-06T05:53:18.140000,Check out this video on YouTube:﻿,1,3
1005,305,Nguyen Thanh Son,2015-05-15T12:57:45.957000,Check out this video on YouTube:﻿,1,3
1009,309,Hazetrix (EHazardStudio),2015-04-08T00:09:33.033000,hey guys im 17 years old remixer and producer and i want you guys to help me checking my videos i am sure you will love those music if you love them then subscribe so you will know more about me:)﻿,1,3
1013,313,mihir Sanjay,2014-09-04T15:24:31.780000,Check out this video on YouTube:﻿,1,3
1014,314,Victoria Morales,2015-02-08T05:34:28.216000,Check out this video on YouTube:﻿,1,3
1015,315,‫جوجو جوجو‬‎,2015-02-17T04:25:01.940000,"<a href=""https://m.freemyapps.com/share/url/505b0232"">https://m.freemyapps.com/share/url/505b0232</a>﻿",0,3
1016,316,Dloga2,2015-03-31T03:01:14.438000,Subscribe if you are watching in 2015﻿,0,3
1018,318,VidéoRiveaux,2015-03-28T14:03:55.093000,Hey ! Subscribe  to me for the peace in the world ! ♥﻿,0,3
1019,319,michael orton,2015-02-16T16:21:37.901000,Check out this video on YouTube:﻿,1,3
1020,320,Lotoya Bolan,2015-02-20T01:54:39.930000,Check out this video on YouTube:﻿,1,3
1021,321,XxNorwegianELITEGaming xX,2015-01-31T20:56:05.396000,pleas subscribe on me for ps4 games video <br /><i>______________________________</i><br />if you have som tips so contact me on kik or skype<br /><i>______________________________</i><br />Kik: pander26<br />Skype: sander.nicolaysen2<br /><i>______________________</i><br />pleas subscribe on me and Kashoo Gaming﻿,0,3
1022,322,Hunter Scott,2014-11-01T04:23:42.175000,SUBSCRIBE!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!﻿,0,3
1025,325,Connor Mire,2015-05-21T20:47:08.673000,I&#39;m A SUBSCRIBER﻿,0,3
1028,328,PatrickMcCrowell,2015-02-12T02:30:08.801000,Check out this playlist on YouTube:﻿,1,3
1030,330,Hoye Boyz,2014-09-13T09:07:27.253000,"HAHAA THIS DANCE IS TIGHTTTT<br /><br />I know y&#39;all &quot;…ain&#39;t got time for MY demo man&quot;  but check out some of my stuff<br /><br />Slappers on slappers on bangers! Click that link below to peep game! ENJOY. <br /><br /><a href=""https://soundcloud.com/rocc-steady/wave-emoji-prod-by-nippylongbottom-cyber-punk"">https://soundcloud.com/rocc-steady/wave-emoji-prod-by-nippylongbottom-cyber-punk</a>﻿",1,3
1032,332,Lindsay Reynolds,2015-01-19T00:40:40.097000,Check out this playlist on YouTube:﻿,1,3
1033,333,Hamad Alhashash,2015-02-21T06:12:04.347000,Check out this video on YouTube:﻿,1,3
1035,335,Bella Cullen,2015-05-19T23:21:48.011000,Check out this video on YouTube:<br />Gotta dance and just have a blast every time I hear this song !!!! Just ❥love❥ it!<br />﻿,1,3
1039,339,Carren Mangali,2015-03-21T07:01:04.171000,Check out this playlist on YouTube:🍴🍴🏄🏄🏄🍴🏄🏄🏄🏄🏊🏊🏊🏊🍴🍴🍴🍴🍴🏂🏂🏂🏂🏂🏆🍸🍸🍸🍸🏆🍻🍗🍵🍟🍟🍟🍟🍴🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕🍕☕️🎣🎣☕️🍕🍕🎣🎣🎣🎣🎣🎣🎣🎣🎣🎣☕️🎣🍕🍔🍔🎣🎣☕️🎣🍹🍹🏂🏂🍹🎿🏆﻿,1,3
1040,340,Maximus Decimus Meridius,2015-03-21T19:57:26.765000, <br />Please help me get 100 subscribers by the end of the night. Thx﻿,0,3
1043,343,lacy mclean,2015-03-23T01:01:36.343000,Check out this playlist on YouTube:﻿,1,3
1044,344,Desert Loner,2014-12-25T19:52:25.333000,want a sub? tell me about your channel and i will subscribe (with a couple exceptions)﻿,0,3
1050,350,BMB Beats,2015-01-05T21:33:38.426000,"<a href=""http://www.gofundme.com/Helpmypitbull"">http://www.gofundme.com/Helpmypitbull</a> Can you please donate to help my pitbull PLEASE!!! I just need 50 dollars to take it to the vet!!!﻿",0,3
1051,351,Xan Harmer,2015-05-26T06:19:34.669000,Check out this video on YouTube:﻿,1,3
1053,353,jefflynnejp,2015-04-18T22:02:00.446000,Check out this video on YouTube: ﻿,1,3
1057,357,Emily Horposniac,2015-03-19T10:33:00.987000,Help me get 10000000 subscribers by tomorrow!<br /><br /><br /><br /><br /><br /><br /><br /><br /><br /><br />(Joking don&#39;t get butt hurt)  ﻿,0,3
1058,358,footboxG,2014-08-03T22:28:17.610000,Subscribe to my channel !﻿,1,3
1059,359,алексей алгаев,2015-02-01T15:51:59.518000,Hello from Russia comes to the channel subscribe﻿,0,3
1062,362,Kassidy Norris,2014-12-18T22:33:26.485000,Check out this video on YouTube:lo﻿,1,3
1066,366,AUSENCIO garrido,2014-12-17T02:33:31.397000,Check out this video on YouTube:﻿,1,3
1067,367,THE AMAZING MOVIE MAKING NAD GAMING TOM BURKE,2015-04-11T20:32:48.515000,Lol check out my chanell and subscribe please i want 5000 subs thats it im nearly their now﻿,1,3
1068,368,Law Halkett,2015-03-29T07:12:48.792000,Check out this video on YouTube:      <br />﻿,1,3
1070,370,Lisa UKGirl,2014-07-26T18:46:28.500000,Hey plz check out my music video. Thanks!! :-)﻿,1,3
